timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,ema_20,volume_sma_8,volume_spike_%
2025-03-07 04:00:00,2.4704,2.4974,2.467,2.4836,7507521.0,,0.0,0.0,2.4836,,
2025-03-07 05:00:00,2.4836,2.5186,2.4814,2.5054,8787352.0,,0.001739031339031527,0.00034780626780630544,2.48567619047619,,
2025-03-07 06:00:00,2.5055,2.5062,2.4825,2.4872,7678820.0,,0.0016298504070584308,0.0006042150956567305,2.4858213151927435,,
2025-03-07 07:00:00,2.4871,2.5098,2.4819,2.5062,7539425.0,,0.0030414055126972706,0.0010916531790648386,2.4877621423172442,,
2025-03-07 08:00:00,2.5062,2.5156,2.4929,2.515,6119825.0,,0.004814659165118584,0.0018362543762755878,2.4903562240013164,,
2025-03-07 09:00:00,2.515,2.5699,2.5127,2.5399,12940146.0,,0.00813541733536205,0.0030960869680928802,2.495074678858334,,
2025-03-07 10:00:00,2.54,2.5515,2.5317,2.5411,6643903.0,,0.010740166131588236,0.004624902800791952,2.499458042776588,,
2025-03-07 11:00:00,2.5411,2.5555,2.52,2.5302,8985509.0,,0.011789013010322869,0.006057724842698136,2.5023858482264365,8275312.625,8.58210930732058
2025-03-07 12:00:00,2.5303,2.5419,2.4969,2.5106,10958926.0,,0.010912878650239488,0.0070287556042064065,2.503168148395347,8706738.25,25.867181088164674
2025-03-07 13:00:00,2.5107,2.557,2.5055,2.513,17985112.0,,0.010293538298034921,0.00768171214297211,2.504104515214838,9856458.25,82.47033106440642
2025-03-07 14:00:00,2.513,2.5565,2.4902,2.5329,17064966.0,,0.011278459238067917,0.008401061561991273,2.5068469423372344,11029726.5,54.71794336876803
2025-03-07 15:00:00,2.5329,2.555,2.4832,2.5035,21348685.0,,0.009576292347916127,0.008636107719176243,2.5065281859241644,12755884.0,67.3634300845006
2025-03-07 16:00:00,2.5035,2.5102,2.3839,2.4329,47499261.0,,0.002501645441411071,0.007409215263623209,2.4995159777409106,17928313.5,164.93992867761935
2025-03-07 17:00:00,2.4329,2.4761,2.3983,2.4466,22580279.0,42.89554531490016,-0.0019768003735594064,0.005532012136186685,2.494476360813205,19133330.125,18.015415259553517
2025-03-07 18:00:00,2.4467,2.5184,2.4362,2.5073,13215897.0,53.69043911554031,-0.0006208613354470316,0.004301437441859942,2.4956976597833758,19954829.375,-33.770934586104424
