timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,ema_20,volume_sma_8,volume_spike_%,pump_label,coin,prediction,position
2025-03-19 23:00:00,86158.52,87000.0,86158.52,86845.94,1212.0858,81.75987229326634,846.3552096128842,610.6541083814595,84654.08175963289,1765.133825,-31.331790098124703,-1,BTCUSDT,-1,0
2025-03-26 14:00:00,2028.35,2037.82,2006.66,2018.1,54698.9838,27.780540361346112,-5.5313303232351245,-1.45792014274955,2057.2240536383083,23047.196012500004,137.33465784876026,-1,ETHUSDT,-1,0
2025-03-10 02:00:00,127.35,129.11,126.69,127.54,234278.022,24.79391249207353,-2.77975525707933,-2.6606117887047045,130.4207698663317,211094.653125,10.982451962566742,-1,SOLUSDT,-1,0
2025-03-13 10:00:00,1.234e-05,1.237e-05,1.225e-05,1.231e-05,81086508726.0,51.66666666666679,3.545631976652285e-08,4.1750785359208775e-08,1.2228117284135326e-05,67185987226.75,20.689614118992253,-1,SHIBUSDT,-1,0
2025-03-09 00:00:00,4.289,4.313,4.272,4.295,280214.0,38.12949640287764,-0.0341004669580273,-0.0326539943233357,4.346529570589803,131560.28749999998,112.99284558039602,-1,DOTUSDT,-1,0
2025-03-31 02:00:00,7.04e-06,7.1e-06,7e-06,7.04e-06,490950799107.0,46.6666666666667,-7.719108578828828e-08,-9.217572693779229e-08,7.045311235398071e-06,906827618302.125,-45.860625636191045,-1,PEPEUSDT,-1,0
2025-03-29 07:00:00,3.689,3.76,3.687,3.725,450804.0,29.328621908127303,-0.0522490879443551,-0.0405716921504153,3.803622381449028,282642.18875000003,59.49635898083879,-1,TONUSDT,-1,0
2025-03-08 15:00:00,2178.8,2191.71,2167.69,2181.4,12664.1535,69.16243654822335,2.0824930049020622,-3.822888687394409,2158.3152177661523,15215.236725,-16.766635124436423,-1,ETHUSDT,-1,0
2025-03-27 17:00:00,0.517,0.526,0.516,0.517,2025897.4,23.68421052631578,-0.0075554426317583,-0.0054957212701831,0.5317420397546679,3765252.855,-46.19491763189965,-1,WIFUSDT,-1,0
2025-04-17 06:00:00,133.13,135.31,132.62,134.49,291553.636,62.59440248778328,1.356786997829488,0.9930406978701392,130.546127185258,157066.756,85.62402600331289,1,SOLUSDT,1,1
2025-03-27 07:00:00,634.27,636.94,632.8,635.3,21544.333,77.32110091743128,0.5771899120373973,-1.2919015243090577,626.5291058688564,9191.22775,134.401035269744,1,BNBUSDT,1,0
2025-03-14 11:00:00,18.68,18.86,18.63,18.77,34091.17,71.50537634408609,0.0723463295864803,0.0557120684060188,18.61737356130321,67203.84125,-49.27199194882331,-1,AVAXUSDT,-1,-1
2025-03-27 17:00:00,0.7326,0.7358,0.7297,0.7301,2595339.7,36.60130718954253,-0.0024839326988236,-0.0024429958888593,0.7356238245706302,4126384.2375,-37.1037801954089,-1,ADAUSDT,-1,0
2025-03-13 18:00:00,3.84,3.925,3.838,3.907,987721.31,45.16806722689076,-0.0155633995159507,-0.0028141293593448,3.959835312159388,481999.3525,104.92170889378944,-1,DOTUSDT,-1,0
2025-04-10 18:00:00,572.48,576.12,572.25,575.9,5851.286,47.61441090555008,1.1667399527103726,2.444188982790417,574.7007065894044,23608.823750000003,-75.21568180625687,-1,BNBUSDT,-1,0
2025-04-05 07:00:00,120.65,121.25,120.19,121.07,48316.622,34.63855421686743,0.7543230966449528,0.9986856955252612,120.61308530492111,67935.23325,-28.878404196838463,-1,SOLUSDT,-1,0
2025-03-19 04:00:00,83037.17,83078.46,82792.91,82952.87,399.46826,63.39742338473535,-24.42955053420156,-177.63357109559283,82616.54054845833,520.24291,-23.21504967746702,-1,BTCUSDT,-1,0
2025-03-29 02:00:00,84281.91,84423.53,83817.23,83851.4,407.56827,30.27735415863657,-567.5745356096013,-642.9542537445667,84614.53569824006,543.6707025,-25.033983231789097,-1,BTCUSDT,-1,0
2025-03-21 15:00:00,636.31,637.59,633.28,634.22,12489.064,59.35152234084623,2.40870017468319,2.242208625747387,631.6250765322842,13557.212875,-7.878823507814832,-1,BNBUSDT,-1,0
2025-04-17 16:00:00,133.45,135.19,132.72,134.59,244442.054,60.93432633716986,1.153759965898672,1.2178960234906535,132.32972963983556,185318.66875,31.90363153847121,-1,SOLUSDT,1,1
2025-04-15 07:00:00,0.15895,0.16038,0.1588,0.16006,15264057.0,44.06976744186052,-0.0010504115827648,-0.0011698561789569,0.16072509012646,21441055.25,-28.809208212828054,-1,DOGEUSDT,-1,-1
2025-04-08 05:00:00,0.15242,0.15267,0.15019,0.15083,25530672.0,57.20737674068497,0.0008355850305991,-6.886697770376636e-05,0.1489903221047091,42396877.125,-39.781715703429896,-1,DOGEUSDT,-1,0
2025-03-11 17:00:00,4.002,4.008,3.936,3.967,234370.91,58.33333333333333,-0.0144344612768589,-0.0266746891974476,3.959263871361418,469726.38125,-50.10480157058456,-1,DOTUSDT,-1,0
2025-03-26 12:00:00,22.85,22.88,22.55,22.67,80990.42,42.33128834355829,0.1470172085453533,0.2150428906169831,22.70231505165864,53356.96875,51.78976972900096,-1,AVAXUSDT,-1,0
2025-03-14 20:00:00,1.267e-05,1.271e-05,1.26e-05,1.269e-05,32007291096.0,66.66666666666674,1.283031537898684e-07,1.1998983819918112e-07,1.2507847541878872e-05,85549897000.25,-62.586406041019,-1,SHIBUSDT,-1,0
2025-03-17 13:00:00,2.3327,2.3456,2.3183,2.3242,7495055.0,60.340136054421706,-0.0022490566020172,-0.0040329569994567,2.333638396316871,5976854.5,25.401329411649552,-1,XRPUSDT,0,0
