timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,sma_50,ema_50,volume_change_%
2024-03-05,1.1892,1.848,1.0,1.547,134478787.15,,0.0,0.0,,1.547,
2024-03-06,1.5469,2.29,1.42,1.845,194568701.21,,0.023772079772079735,0.004754415954415947,,1.5586862745098038,44.68356335856498
2024-03-07,1.846,1.9,1.646,1.7082,73517618.31,,0.031213201191548468,0.010046173001842452,,1.5645495578623605,-62.21508503022195
2024-03-08,1.7066,2.3796,1.6974,2.1575,122281289.77,,0.07252902907071612,0.022542744215617187,,1.5878025163775622,66.32923179635577
2024-03-09,2.1574,2.2455,2.022,2.168,52350888.83,,0.10491004488407274,0.0390162043493083,,1.6105553588725599,-57.18814470433926
2024-03-10,2.1685,2.4956,2.03,2.1353,62401650.9,,0.1264756835425822,0.05650810018796309,,1.6311335800932438,19.19883748800908
2024-03-11,2.1359,2.28,2.0,2.1086,45049741.91,,0.13980060632582947,0.07316660141553637,,1.6498577534229206,-27.806810781026957
2024-03-12,2.1083,2.1839,1.789,2.1639,60227501.15,,0.15305858735172584,0.08914499860277426,,1.6700162728965315,33.691112526953006
2024-03-13,2.1643,2.77,2.1299,2.645,88904621.65,,0.2000799845959269,0.11133199580140479,,1.7082509288613734,47.61466099776914
2024-03-14,2.645,3.4581,2.6445,3.1568,163911885.36,,0.27546734728473465,0.14415906609807078,,1.7650567747883783,84.36823903856072
2024-03-15,3.1569,3.5672,2.7,2.8142,159560524.52,,0.30406237677272085,0.1761397282330008,,1.8061996463653047,-2.654695131132867
2024-03-16,2.8143,2.939,2.0493,2.2289,130519025.83,,0.2763101933029355,0.19617382124698776,,1.8227761308215673,-18.20092957037116
2024-03-17,2.228,3.1533,2.1687,3.0393,124506261.92,,0.3160654889513612,0.2201521547878625,,1.8704829492207216,-4.606810288203944
2024-03-18,3.04,3.2983,2.5,2.5519,133205824.9,61.88415052390075,0.3047300027619353,0.23706772438267706,,1.8972051865061834,6.987249352638836
2024-03-19,2.5513,2.745,2.1102,2.3178,139296638.86,58.637382339757956,0.27370157337977075,0.2443944941820958,,1.9136991007608428,4.572483196265997
2024-03-20,2.3177,2.745,1.95,2.6042,146481537.2,58.529570375696565,0.26911916775693756,0.24933942889706415,,1.9407775673976726,5.157983996456039
2024-03-21,2.6042,2.6264,2.2263,2.2855,80920400.27,56.231245817412514,0.23703871699538004,0.24687928651672736,,1.9542960941663914,-44.75726988069866
2024-03-22,2.2857,2.4941,2.11,2.2315,77564520.29,50.87325938163795,0.20489547247284445,0.2384825237079508,,1.965166835571631,-4.147137148114344
2024-03-23,2.2314,2.4747,2.1374,2.2779,69562694.96,51.286011842074466,0.1810784521492299,0.22700170939620665,,1.9774308812354886,-10.316347345516485
2024-03-24,2.2782,2.8537,2.22,2.8202,68067123.54,57.16048092002091,0.20361522024726186,0.2223244115664177,,2.0104806505988027,-2.1499618737600312
2024-03-25,2.8203,2.9979,2.6268,2.684,102079001.77,55.88103025347506,0.20808687365458267,0.2194769039840507,,2.036893174104732,49.96814388669257
2024-03-26,2.6839,3.3862,2.6637,3.2483,103848501.24,60.03888168857618,0.2542343300431722,0.22642838919587502,,2.0843993241398406,1.73346078950396
2024-03-27,3.2499,3.4644,2.9859,3.0512,91485098.55,53.96912253273402,0.27176941034713087,0.2354965934261262,,2.1223130761343567,-11.90522977450339
2024-03-28,3.0515,3.987,2.9199,3.7521,114030695.89,55.609581425152186,0.3383228845414332,0.2560618516491876,,2.18622628883497,24.64401055181462
2024-03-29,3.7521,4.2485,3.5028,3.9197,104287757.1,60.77254389896904,0.39998018900088406,0.28484551911952694,,2.2542056500571284,-8.544136922042956
2024-03-30,3.9197,4.69,3.9173,4.2673,92998681.44,70.82805411370418,0.4714577900559993,0.32216797330682145,,2.333150526525476,-10.824928998305205
2024-03-31,4.2673,4.86,4.1842,4.5773,69590963.41,67.50512178465742,0.5468153659247541,0.367097451830408,,2.4211563882303593,-25.169946140690147
