timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,ema_20,volume_sma_8,volume_spike_%
2025-03-07 04:00:00,0.557,0.561,0.545,0.545,3895549.74,,0.0,0.0,0.545,,
2025-03-07 05:00:00,0.546,0.555,0.541,0.546,6062941.21,,7.977207977216683e-05,1.5954415954433366e-05,0.5450952380952382,,
2025-03-07 06:00:00,0.545,0.549,0.541,0.547,1972717.39,,0.00022113456871297732,5.699044650614216e-05,0.5452766439909298,,
2025-03-07 07:00:00,0.547,0.552,0.544,0.548,2105618.72,,0.0004091406831969735,0.00012742049384430843,0.5455360112298888,,
2025-03-07 08:00:00,0.549,0.553,0.543,0.547,2504733.2,,0.00047200426938021067,0.00019633724895148891,0.5456754387318042,,
2025-03-07 09:00:00,0.547,0.566,0.547,0.56,5272095.47,,0.001552914437821462,0.0004676526867254836,0.5470396826621086,,
2025-03-07 10:00:00,0.56,0.56,0.552,0.556,3258089.08,,0.0020629960291890237,0.0007867213552181917,0.5478930462180982,,
2025-03-07 11:00:00,0.556,0.562,0.553,0.557,3823069.57,,0.0025188947571358478,0.001133156035601723,0.5487603751497079,3611851.7975,5.847908063287583
2025-03-07 12:00:00,0.557,0.558,0.548,0.55,3821359.75,,0.002288970458437345,0.0013643189201688474,0.5488784346592596,3602578.04875,6.072920511074324
2025-03-07 13:00:00,0.549,0.565,0.548,0.553,8011774.75,,0.002322061444261281,0.001555867424987334,0.549270964691711,3846182.24125,108.30460564438029
2025-03-07 14:00:00,0.553,0.569,0.547,0.558,8206137.14,,0.0027203855904850416,0.0017887710580868756,0.5501023013877385,4625359.71,77.41619364778009
2025-03-07 15:00:00,0.559,0.563,0.543,0.553,7680034.43,,0.0026026009689738006,0.0019515370402642608,0.5503782726841444,5322161.67375,44.30291488286639
2025-03-07 16:00:00,0.552,0.554,0.534,0.541,8672615.22,,0.001523395342787337,0.0018659087007688762,0.549485103857083,6093146.92625,42.33392571968593
2025-03-07 17:00:00,0.541,0.55,0.534,0.543,6075970.79,48.21428571428571,0.0008200473981363476,0.0016567364402423706,0.5488674749183132,6193631.3412500005,-1.8997022064644584
2025-03-07 18:00:00,0.542,0.572,0.542,0.57,7897517.38,65.06024096385538,0.002413492200496803,0.001808087592293257,0.5508800963546644,6773559.87875,16.593305756048267
