timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,sma_50,ema_50,volume_change_%
2022-07-23,40.54,41.91,38.6,39.97,3421971.49,,0.0,0.0,,39.97,
2022-07-24,39.97,42.1,39.47,40.93,3327219.47,,0.07658119658119489,0.015316239316238978,,40.00764705882353,-2.768930725369656
2022-07-25,40.93,41.09,36.56,36.65,4237919.99,,-0.20571651204129893,-0.028890310955268603,,39.875974625144174,27.37121876724291
2022-07-26,36.66,36.84,34.67,36.25,4496178.57,,-0.45645441467098635,-0.11440313169841217,,39.73377954180519,6.093993766031436
2022-07-27,36.26,40.55,35.68,40.23,5860676.17,,-0.33020685217663015,-0.15756387579405579,,39.753239167616755,30.34794056233401
2022-07-28,40.23,44.15,39.03,42.91,6754342.15,,-0.013742729399837117,-0.12879964651521206,,39.87703371006315,15.248513210379278
2022-07-29,42.92,44.42,41.13,41.91,4949319.15,,0.15458377966345438,-0.07212296127947877,,39.95675787829597,-26.723890497611226
2022-07-30,41.92,46.65,41.41,43.84,5388479.3,,0.4386619986769986,0.030034030711816706,,40.10904188306868,8.873142682665748
2022-07-31,43.84,45.21,42.22,42.35,3287571.37,,0.5373710078907195,0.13150142614759727,,40.19692259353658,-38.98888374684857
2022-08-01,42.34,43.26,40.57,41.65,3302835.44,,0.5527427842502988,0.21574969776813757,,40.25390602124103,0.46429623214536697
2022-08-02,41.65,42.45,39.5,39.79,3598240.96,,0.4101110673325863,0.25462197168102735,,40.23571362825119,8.943997524744972
2022-08-03,39.78,40.99,37.43,38.54,8391441.54,,0.193973841059929,0.24249234555680768,,40.169215054594275,133.20954970175202
2022-08-04,38.54,39.85,37.96,38.83,4151096.9,,0.04555893339833261,0.2031056631251127,,40.11669681715921,-50.53177835759551
2022-08-05,38.83,41.33,38.71,40.55,3510687.91,51.2866015971606,0.06596823442244926,0.17567817738458,,40.13368909883924,-15.427464244450661
2022-08-06,40.55,40.89,39.85,40.07,1600652.0,50.21720243266725,0.04291605449067504,0.149125752805799,,40.131191487120056,-54.40631463022869
2022-08-07,40.07,41.57,39.21,40.6,1745897.7,49.26958831341302,0.0666453601909538,0.13262967428282998,,40.149576134683976,9.074158530398858
2022-08-08,40.6,43.71,40.55,42.18,3823749.6,63.901458019105085,0.21051709132147778,0.14820715769055956,,40.22920059999049,119.01338205554657
2022-08-09,42.17,42.76,39.73,40.33,2832475.74,59.55951265229615,0.1732597058388734,0.15321766732022232,,40.23315351763792,-25.924131119882954
2022-08-10,40.34,42.87,39.15,42.47,4467794.94,55.743589743589745,0.3128072276876779,0.18513557939371345,,40.32087298753448,57.73462335109003
2022-08-11,42.47,45.32,42.34,42.77,5808859.44,49.59112149532712,0.4425062009004108,0.2366097036950529,,40.416917184101756,30.016250029595138
2022-08-12,42.78,45.49,42.12,45.48,3376989.68,59.479553903345725,0.7552617360283307,0.3403401101617085,,40.61546945139188,-41.86484085419701
2022-08-13,45.49,48.38,45.27,46.6,4706648.94,57.6581576026637,1.081035881943052,0.4884792645179772,,40.85015692388632,39.374099005241845
2022-08-14,46.59,48.06,44.46,44.87,3476179.16,56.900328587075556,1.1859468409139282,0.6279727797971675,,41.007797828831954,-26.143224100329864
2022-08-15,44.86,47.24,42.75,43.72,4145114.74,55.5318011758418,1.1628890812368127,0.7349560400850965,,41.11415869828952,19.243414945275727
