timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,sma_50,ema_50,volume_change_%
2023-05-05,1.97e-06,4.39e-06,1.97e-06,3.73e-06,46108639000543.0,,0.0,0.0,,3.73e-06,
2023-05-06,3.73e-06,3.85e-06,2.29e-06,2.63e-06,108184587925547.0,,-8.774928774928766e-08,-1.754985754985753e-08,,3.686862745098039e-06,134.629757612826
2023-05-07,2.63e-06,3.1e-06,2.41e-06,2.79e-06,65077437336487.0,,-1.4273520507138756e-07,-4.258692705416354e-08,,3.6516916570549786e-06,-39.845925760447955
2023-05-08,2.79e-06,2.81e-06,1.54e-06,1.94e-06,140237460567381.0,,-2.5199499550811647e-07,-8.446854074495413e-08,,3.584566494033215e-06,115.49321286619562
2023-05-09,1.95e-06,2.14e-06,1.73e-06,2.01e-06,84408522428236.0,,-3.291416119983391e-07,-1.3340315499563114e-07,,3.5228187883848536e-06,-39.810288858104656
2023-05-10,2.01e-06,2.13e-06,1.69e-06,1.93e-06,62376608472013.0,,-3.9221498261605316e-07,-1.8516552051971555e-07,,3.460355306487409e-06,-26.101527810718995
2023-05-11,1.93e-06,1.94e-06,1.25e-06,1.4e-06,102478204068900.0,,-4.794409569448487e-07,-2.440206078047422e-07,,3.379557059174177e-06,64.28947738458672
2023-05-12,1.4e-06,1.9e-06,1.05e-06,1.75e-06,183117190471740.0,,-5.143964529922546e-07,-2.980957768422447e-07,,3.31565286077519e-06,78.68891452139748
2023-05-13,1.75e-06,2.08e-06,1.54e-06,1.87e-06,160845317539432.0,,-5.263485202317632e-07,-3.4374632552014843e-07,,3.2589605917251825e-06,-12.162633598152084
2023-05-14,1.87e-06,1.95e-06,1.74e-06,1.78e-06,68330631582345.0,,-5.368938889210447e-07,-3.823758382003277e-07,,3.2009621371477244e-06,-57.51779869774983
2023-05-15,1.79e-06,1.79e-06,1.61e-06,1.73e-06,61163976301961.0,,-5.430260850289315e-07,-4.145058875660485e-07,,3.143277347455657e-06,-10.488202895867415
2023-05-16,1.73e-06,1.82e-06,1.64e-06,1.67e-06,46420055507337.0,,-5.464285055119886e-07,-4.4089041115523656e-07,,3.085501765202494e-06,-24.105562924546632
2023-05-17,1.67e-06,1.69e-06,1.46e-06,1.57e-06,58829136028623.0,,-5.508443220669541e-07,-4.6288119333758007e-07,,3.0260703234298474e-06,26.7321535609208
2023-05-18,1.58e-06,1.64e-06,1.5e-06,1.59e-06,46601403583590.0,20.111731843575427,-5.464311376348962e-07,-4.795911821970434e-07,,2.9697538401580887e-06,-20.7851640708843
2023-05-19,1.58e-06,1.59e-06,1.47e-06,1.53e-06,27186905002751.0,19.78021978021978,-5.415327038190681e-07,-4.919794865214483e-07,,2.913292905249928e-06,-41.66075930742037
2023-05-20,1.52e-06,1.93e-06,1.5e-06,1.72e-06,61157619295586.0,33.33333333333333,-5.163668915266776e-07,-4.968569675224942e-07,,2.866497105044049e-06,124.95248830051659
2023-05-21,1.71e-06,1.76e-06,1.56e-06,1.59e-06,42538861909980.0,27.77777777777777,-5.011359344141024e-07,-4.977127609008159e-07,,2.816438395042322e-06,-30.443888431330414
2023-05-22,1.59e-06,1.6e-06,1.51e-06,1.52e-06,25843529163128.0,39.0625,-4.890759431217527e-07,-4.959853973450033e-07,,2.765597673668113e-06,-39.2472482742542
2023-05-23,1.52e-06,1.67e-06,1.51e-06,1.59e-06,28163796626075.0,39.06250000000001,-4.6846967138989227e-07,-4.904822521539811e-07,,2.7194958041125012e-06,8.978137035004563
2023-05-24,1.59e-06,1.6e-06,1.31e-06,1.43e-06,50985625817252.0,37.5,-4.597500035499459e-07,-4.84335802433174e-07,,2.668927341206129e-06,81.03250245049622
2023-05-25,1.43e-06,1.47e-06,1.34e-06,1.43e-06,31717937452590.0,51.020408163265316,-4.47679038677624e-07,-4.770044496820641e-07,,2.620341955276477e-06,-37.79043221656876
2023-05-26,1.43e-06,1.49e-06,1.38e-06,1.46e-06,25341626102384.0,37.39130434782609,-4.3072681219728437e-07,-4.6774892218510814e-07,,2.5748383491872036e-06,-20.10317146169076
2023-05-27,1.45e-06,1.54e-06,1.43e-06,1.52e-06,19742767057020.0,33.94495412844036,-4.0775026082724893e-07,-4.557491899135363e-07,,2.5334721394151565e-06,-22.093527158611536
2023-05-28,1.52e-06,1.54e-06,1.41e-06,1.49e-06,21189159705596.0,35.92233009708738,-3.8749512501508724e-07,-4.420983769338465e-07,,2.49255166335966e-06,7.326190115086728
2023-05-29,1.5e-06,1.52e-06,1.42e-06,1.44e-06,17678408403543.0,35.92233009708738,-3.7119842174327885e-07,-4.27918385895733e-07,,2.451275127541634e-06,-16.56861976044204
2023-05-30,1.44e-06,1.44e-06,1.23e-06,1.3e-06,26459115670028.0,33.33333333333333,-3.653682591030495e-07,-4.1540836053719636e-07,,2.4061270833243156e-06,49.66910519345862
2023-05-31,1.3e-06,1.32e-06,1.19e-06,1.26e-06,28911883449285.0,35.23809523809524,-3.598276102071086e-07,-4.042922104711788e-07,,2.3611809231939505e-06,9.270029315588246
2023-06-01,1.27e-06,1.33e-06,1.21e-06,1.25e-06,24903626865682.0,33.65384615384616,-3.5218376722359814e-07,-3.9387052182166267e-07,,2.3176052007157567e-06,-13.863699300787424
2023-06-02,1.24e-06,1.31e-06,1.23e-06,1.29e-06,15231747109274.0,38.23529411764706,-3.3899062793767293e-07,-3.8289454304486477e-07,,2.277306957550433e-06,-38.83723366308609
2023-06-03,1.29e-06,1.35e-06,1.26e-06,1.3e-06,22022382388125.0,25.0,-3.2399326094228805e-07,-3.7111428662434944e-07,,2.23898119450924e-06,44.58211674691246
2023-06-04,1.3e-06,1.3e-06,1.21e-06,1.23e-06,15708665098619.0,26.92307692307692,-3.141350017756214e-07,-3.5971842965460386e-07,,2.1994133045284855e-06,-28.669547091828306
2023-06-05,1.23e-06,1.24e-06,9.5e-07,1.03e-06,49266844972743.0,23.076923076923066,-3.1878582434560475e-07,-3.5153190859280407e-07,,2.1535539592528584e-06,213.62846342095744
2023-06-06,1.03e-06,1.26e-06,9.6e-07,1.2e-06,68124119403275.0,30.69306930693068,-3.0523549075404636e-07,-3.4227262502505253e-07,,2.116159686340982e-06,38.27579062747945
2023-06-07,1.2e-06,1.22e-06,1.04e-06,1.07e-06,37938275142612.0,31.632653061224474,-3.0151103576631187e-07,-3.3412030717330446e-07,,2.0751338162883945e-06,-44.310068922831235
2023-06-08,1.07e-06,1.14e-06,1.03e-06,1.08e-06,20113573681185.0,32.32323232323233,-2.9435927147943955e-07,-3.261681000345315e-07,,2.036108960747673e-06,-46.983426089939506
2023-06-09,1.09e-06,1.2e-06,1.05e-06,1.14e-06,33823724620921.0,34.31372549019609,-2.8061519095292197e-07,-3.170575182182096e-07,,2.0009674328752154e-06,68.16367472559585
2023-06-10,1.13e-06,1.14e-06,8.7e-07,9.4e-07,65236121417990.0,25.0,-2.8260355873467704e-07,-3.101667263215031e-07,,1.959360866880109e-06,92.87089801351883
2023-06-11,9.3e-07,9.5e-07,8.8e-07,9.2e-07,21081083114862.0,25.217391304347828,-2.8253628495987336e-07,-3.046406380491772e-07,,1.9186016171985365e-06,-67.68495327950548
2023-06-12,9.1e-07,9.5e-07,8.4e-07,9.1e-07,22319730818691.0,26.126126126126124,-2.800615116609831e-07,-2.9972481277153835e-07,,1.8790486126025154e-06,5.875635976956817
2023-06-13,9e-07,9.9e-07,8.8e-07,9.1e-07,35032196880912.0,29.896907216494853,-2.7493100253323723e-07,-2.947660507238781e-07,,1.841046706225946e-06,56.95618000722178
2023-06-14,9.2e-07,9.7e-07,8.6e-07,8.8e-07,24002267566156.0,30.208333333333343,-2.701714184299237e-07,-2.8984712426508723e-07,,1.8033586000994384e-06,-31.485120251667343
2023-06-15,8.9e-07,9.3e-07,8.2e-07,8.9e-07,23847177939242.0,31.249999999999986,-2.625658021845366e-07,-2.843908598489771e-07,,1.7675406157818134e-06,-0.6461457297171402
2023-06-16,8.9e-07,1.05e-06,8.7e-07,9.6e-07,45746758588764.0,33.33333333333333,-2.4803073757992217e-07,-2.771188353951661e-07,,1.7358723563393892e-06,91.8330072653372
2023-06-17,9.7e-07,1.05e-06,9.4e-07,1e-06,31398516601432.0,35.294117647058826,-2.3062542214804575e-07,-2.6782015274574204e-07,,1.7070146168750994e-06,-31.36449975901925
2023-06-18,1e-06,1.01e-06,9.2e-07,9.4e-07,15935402409817.0,35.64356435643563,-2.191468938507291e-07,-2.580855009667395e-07,,1.6769356122917622e-06,-49.24791316704997
2023-06-19,9.3e-07,9.6e-07,9.1e-07,9.4e-07,18044405269959.0,44.444444444444436,-2.0765634440011652e-07,-2.479996696534149e-07,,1.6480361765156147e-06,13.234700987800284
2023-06-20,9.5e-07,1.09e-06,9.1e-07,1.07e-06,34505621536031.0,41.55844155844156,-1.8591695272912222e-07,-2.3558312626855636e-07,,1.6253680911620612e-06,91.22615026540801
2023-06-21,1.07e-06,1.47e-06,1.03e-06,1.38e-06,129109902578205.0,66.31578947368422,-1.420366093660457e-07,-2.1687382288805425e-07,,1.6157458130772745e-06,274.170633163027
2023-06-22,1.38e-06,1.69e-06,1.36e-06,1.55e-06,170132746013597.0,71.17117117117117,-9.247751859023303e-08,-1.9199456202849002e-07,,1.6131675458977736e-06,31.77358406768487
2023-06-23,1.54e-06,1.79e-06,1.45e-06,1.65e-06,99298315386008.0,72.17391304347827,-4.461808828336866e-08,-1.6251926727946575e-07,1.464e-06,1.614611955862567e-06,-41.63480122864056
2023-06-24,1.65e-06,1.76e-06,1.49e-06,1.55e-06,67478077387910.0,79.04761904761905,-1.4590123361655854e-08,-1.3293343849590377e-07,1.4204e-06,1.612078153671878e-06,-32.04509348864719
2023-06-25,1.55e-06,1.68e-06,1.52e-06,1.61e-06,49037826649197.0,81.65137614678899,1.3888653979989814e-08,-1.0356902000072505e-07,1.4e-06,1.6119966574494516e-06,-27.327765479602906
2023-06-26,1.61e-06,1.63e-06,1.47e-06,1.51e-06,47677009739950.0,75.42372881355932,2.8065603133929088e-08,-7.724209537379422e-08,1.3744e-06,1.6079967885298652e-06,-2.775035115201796
2023-06-27,1.5e-06,1.67e-06,1.49e-06,1.61e-06,42503845491206.0,77.34375,4.683027152366555e-08,-5.242762199430227e-08,1.3678e-06,1.6080753458424195e-06,-10.850437720319627
2023-06-28,1.62e-06,1.62e-06,1.36e-06,1.42e-06,37263893532231.0,68.75,4.584156132732057e-08,-3.2773785329977706e-08,1.3560000000000002e-06,1.6006998420838932e-06,-12.328183246523283
