timestamp,open,high,low,close,volume,rsi_14,macd,macd_signal,sma_50,ema_50,volume_change_%
2022-07-23,0.06743,0.0695,0.06594,0.06804,574830361.0,,0.0,0.0,,0.06804,
2022-07-24,0.06802,0.06893,0.06721,0.06755,422181889.0,,-3.908831908831789e-05,-7.81766381766358e-06,,0.06802078431372549,-26.555394835868807
2022-07-25,0.06755,0.06799,0.06175,0.06193,699294463.0,,-0.0005175867079001001,-0.00010977147263415088,,0.06778193002691273,65.63819557877812
2022-07-26,0.06194,0.06267,0.06011,0.06252,598070119.0,,-0.000839514656879134,-0.0002557201094831475,,0.0675755798297789,-14.47521028062252
2022-07-27,0.06253,0.06722,0.06178,0.06721,722135201.0,,-0.0007080392362002613,-0.0003461839348265703,,0.067561243365866,20.744236847586084
2022-07-28,0.06722,0.07089,0.06518,0.06909,947954323.0,,-0.000446991094799995,-0.00036634536682125525,,0.06762119460642027,31.271030921535157
2022-07-29,0.06912,0.07244,0.06723,0.06877,1006131726.0,,-0.0002628993476083419,-0.0003456561629786726,,0.06766624579832535,6.137152559828563
2022-07-30,0.06879,0.07454,0.06788,0.06965,1305533142.0,,-4.547248758515754e-05,-0.0002856194278999696,,0.06774404008074396,29.75767568629477
2022-07-31,0.06966,0.07225,0.06771,0.06807,789967033.0,,-6.454891329776835e-07,-0.00022862464014657125,,0.06775682282267556,-39.49084802322085
2022-08-01,0.06809,0.07128,0.06682,0.06845,770509779.0,,6.479612491512576e-05,-0.00016994048713423187,,0.06778400624139416,-2.4630463281624104
2022-08-02,0.06845,0.06913,0.06546,0.06652,571786789.0,,-3.863048658468704e-05,-0.00014367848702432292,,0.06773443736918264,-25.79110550133589
2022-08-03,0.06652,0.06842,0.06509,0.06621,475501306.0,,-0.00014395184332573197,-0.00014373315828460474,,0.06767465551156764,-16.83940322727533
2022-08-04,0.06621,0.06767,0.06574,0.06725,417953599.0,,-0.00014186513600517037,-0.00014335955382871788,,0.06765800235425126,-12.102533951820526
2022-08-05,0.06725,0.07028,0.06717,0.06981,655343802.0,53.97395599461157,6.560296957081047e-05,-0.00010156704914881222,,0.06774239441879043,56.79821960332012
2022-08-06,0.06981,0.07133,0.0684,0.06863,515275101.0,51.25799573560766,0.00013327053981329606,-5.4599531356390565e-05,,0.06777720248079865,-21.373315895036114
2022-08-07,0.06863,0.07,0.06735,0.06897,334443472.0,53.04721030042919,0.00021189019695697087,-1.3015856937182764e-06,,0.06782397885410066,-35.09419117070824
2022-08-08,0.06896,0.07258,0.06881,0.07011,791973876.0,71.73219978746019,0.0003620122622751687,7.136118390005912e-05,,0.06791362674217515,136.80350860608215
2022-08-09,0.07009,0.075,0.06743,0.06904,1319171735.0,66.89119170984458,0.00039014764379483036,0.00013511847587901338,,0.067957798242482,66.56758195897865
2022-08-10,0.06902,0.07147,0.06649,0.07126,864532997.0,62.03208556149733,0.0005848389239735546,0.00022506256549792165,,0.06808729635061997,-34.4639538535898
2022-08-11,0.07126,0.0755,0.07042,0.07084,1244652711.0,55.692908262849706,0.0006972057227007666,0.00031949119693849067,,0.06819524551334075,43.96821351169318
2022-08-12,0.07085,0.07275,0.06966,0.0723,558720656.0,60.69049061175048,0.0008937642604762014,0.0004343458096460328,,0.06835621627752346,-55.110317033648435
2022-08-13,0.07232,0.07517,0.0718,0.07293,814196356.0,60.086100861008596,0.0010878341774173406,0.0005650434832002944,,0.06853558034507157,45.72512171449055
